satellite_a,satellite_b,norad_a,norad_b,distance_km,relative_speed_km_s,time_to_cpa_seconds,minimum_distance_km,risk,risk_score
2026-170D,STARLINK-38217,100146,100170,12912.663798106896,14.0805301522817,0.0,12912.663798106896,LOW,10
2026-168C,STARLINK-38200,100131,100232,12925.972374472669,14.44171266740824,40.47025457952444,12912.7521691385,LOW,10
STARLINK-38100,STARLINK-38079,100149,100165,12913.133735254423,14.808608669988148,0.0,12913.133735254423,LOW,10
STARLINK-38184,STARLINK-38053,100180,100230,12913.248826304449,1.3036079761754122,0.0,12913.248826304449,LOW,10
STARLINK-38101,STARLINK-38192,100110,100158,12913.354489269734,14.917883105898463,0.0,12913.354489269734,LOW,10
STARLINK-38190,STARLINK-38144,100219,100256,12913.369535685415,14.812693352178774,0.0,12913.369535685415,LOW,10
PESSOA,TJS-27A,100139,100174,12913.572045681187,14.736761271883788,0.0,12913.572045681187,LOW,10
STARLINK-38222,STARLINK-38164,100101,100224,12922.887787484135,14.555547796505675,33.51186726660722,12913.67863706466,LOW,10
STARLINK-38179,STARLINK-38151,100150,100168,12913.752514574955,14.77812990610282,0.0,12913.752514574955,LOW,10
STARLINK-38113,2026-188C,100112,100368,12966.053762601268,13.771037872417725,84.17432943314286,12914.13489181908,LOW,10
2026-168A,STARLINK-38053,100129,100230,12926.003038034709,14.25144771537966,38.37694290917977,12914.427025657933,LOW,10
STARLINK-38163,STARLINK-37947,100250,100261,12914.765127312707,14.808864842469184,0.0,12914.765127312707,LOW,10
STARLINK-38214,STARLINK-38259,100103,100252,12914.840789628171,15.061732843053962,0.0,12914.840789628171,LOW,10
STARLINK-38044,STARLINK-38175,100115,100161,12915.100007244142,14.890571673823576,0.0,12915.100007244142,LOW,10
STARLINK-38184,STARLINK-37832,100180,100231,12915.23996366918,1.0136836822167854,0.0,12915.23996366918,LOW,10
STARLINK-38172,STARLINK-38254,100214,100222,12915.879754698566,14.784586213326087,0.0,12915.879754698566,LOW,10
STARLINK-38174,STARLINK-38219,100104,100215,12916.603502606988,14.157316628157236,9.104778150561947,12915.960321741873,LOW,10
STARLINK-38184,STARLINK-38191,100180,100246,12916.426048110114,2.675343881054139,0.0,12916.426048110114,LOW,10
STARLINK-38152,STARLINK-38279,100157,100262,12918.119532624813,14.756150594464659,0.35206060567569364,12918.11848802067,LOW,10
2026-168H,STARLINK-38241,100136,100225,12925.936445417687,14.466520100106198,29.23217544122993,12919.016946124924,LOW,10
STARLINK-38223,STARLINK-38249,100190,100221,12919.58667991885,5.969235833076653,0.0,12919.58667991885,LOW,10
STARLINK-38142,STARLINK-38126,100183,100235,12919.86700694423,3.243828501723791,0.0,12919.86700694423,LOW,10
STARLINK-38115,STARLINK-38127,100111,100155,12919.93765519714,14.906141655261353,0.0,12919.93765519714,LOW,10
STARLINK-38223,GLOBALSTAR 2-R OBJECT F,100190,100330,12920.100083800791,6.306128907156243,0.0,12920.100083800791,LOW,10
STARLINK-38141,STARLINK-38144,100188,100256,12920.808134738325,5.203865860674032,0.0,12920.808134738325,LOW,10
STARLINK-38098,STARLINK-38228,100164,100192,12921.027000432521,4.736151541376054,0.0,12921.027000432521,LOW,10
STARLINK-38126,STARLINK-38279,100235,100262,12921.222801629374,14.781564804885404,0.17470652367952721,12921.22254356654,LOW,10
STARLINK-38254,STARLINK-38280,100222,100265,12922.739167292933,14.787409104230088,0.0,12922.739167292933,LOW,10
STARLINK-38199,STARLINK-38233,100218,100249,12923.276834382736,14.79941733351071,2.1808668829755447,12923.23653062092,LOW,10
STARLINK-38142,STARLINK-38163,100183,100250,12923.378077214897,3.3244924351840055,0.0,12923.378077214897,LOW,10
STARLINK-38097,STARLINK-38149,100163,100169,12923.636319180072,14.791344055052031,0.0,12923.636319180072,LOW,10
STARLINK-38133,STARLINK-38233,100216,100249,12923.661814449804,14.849038030653727,1.0323558979906644,12923.652722854455,LOW,10
STARLINK-38062,STARLINK-38135,100117,100122,12923.903014372041,14.792437623380527,0.029227273744028004,12923.903007140474,LOW,10
STARLINK-38182,STARLINK-38173,100148,100151,12924.34037190281,14.835119497040209,0.7027849987320477,12924.33616668252,LOW,10
STARLINK-38038,STARLINK-38098,100116,100164,12924.775460440806,14.874684401491672,0.0,12924.775460440806,LOW,10
STARLINK-38132,STARLINK-38217,100154,100170,12924.816135801231,14.796797593897436,0.39830747294055735,12924.814792052619,LOW,10
STARLINK-38121,HULIANWANG DIGUI-185,100156,100210,12924.970591447272,11.670348917592356,0.0,12924.970591447272,LOW,10
STARLINK-38097,STARLINK-38075,100163,100227,12926.36908381959,14.665686885602275,6.480871354445863,12926.01964516786,LOW,10
STARLINK-38198,STARLINK-38243,100160,100253,12926.304096011174,14.856448992193812,0.0,12926.304096011174,LOW,10
STARLINK-38186,HULIANWANG DIGUI-185,100162,100210,12927.413815254917,10.920015603679596,0.0,12927.413815254917,LOW,10
STARLINK-38100,STARLINK-38188,100149,100233,12928.510879947647,14.812230906283158,11.113687727420935,12927.462795130077,LOW,10
STARLINK-38113,STARLINK-38225,100112,100194,13347.784489616492,0.9087586021558853,3656.1610546609945,12927.640694802476,LOW,10
TJS-27A,STARLINK-38279,100174,100262,12936.297118618619,11.751736716957874,39.73481901981733,12927.866719380023,LOW,10
STARLINK-38118,STARLINK-38113,100108,100112,12927.985128822966,14.798380986721044,0.3637241735214955,12927.984008322814,LOW,10
STARLINK-37740,STARLINK-38189,100102,100213,12928.107322844784,15.141161380879328,0.0,12928.107322844784,LOW,10
2026-170C,STARLINK-38154,100145,100258,12928.27725433105,13.805780382694769,0.0,12928.27725433105,LOW,10
SPACEMOBILE-012,STARLINK-38243,100241,100253,12950.047369506688,13.593434980325107,55.04999499788095,12928.408496547885,LOW,10
STARLINK-38228,STARLINK-38226,100192,100217,12928.908509362293,5.88835338583364,0.0,12928.908509362293,LOW,10
STARLINK-37740,STARLINK-38120,100102,100120,12929.157910241458,14.802916016988512,0.5754499547703505,12929.1551041005,LOW,10
STARLINK-38030,2026-168A,100118,100129,12930.476850843677,12.181183573150692,0.0,12930.476850843677,LOW,10
2026-168D,STARLINK-38177,100132,100234,12942.480481713792,14.672215799477923,37.77213907066742,12930.609509923654,LOW,10
STARLINK-38158,STARLINK-38030,100105,100118,12931.210251551107,14.806992013029681,0.5207569634957818,12931.207952573579,LOW,10
STARLINK-38098,STARLINK-37947,100164,100261,12931.352024031765,14.789246538627628,0.0,12931.352024031765,LOW,10
STARLINK-38112,STARLINK-38053,100181,100230,12931.495464202462,1.280568951447188,0.0,12931.495464202462,LOW,10
STARLINK-38198,CZ-6A R/B,100160,100177,12931.53255433742,12.193515648044956,0.0,12931.53255433742,LOW,10
STARLINK-38185,STARLINK-38168,100202,100251,12931.743557275,2.4481035002495695,0.0,12931.743557275,LOW,10
STARLINK-38223,GLOBALSTAR 2-R OBJECT G,100190,100331,12932.353667834683,6.260301337237445,0.0,12932.353667834683,LOW,10
STARLINK-38222,2026-170C,100101,100145,12933.208953287985,14.452415081481039,9.579414638162447,12932.467924725062,LOW,10
STARLINK-38164,STARLINK-38279,100224,100262,12932.550718634626,14.820654455925208,0.5050501149169448,12932.54855247946,LOW,10
STARLINK-38214,STARLINK-38175,100103,100161,12933.269682454573,14.888058349760131,0.0,12933.269682454573,LOW,10
STARLINK-37721,STARLINK-38154,100220,100258,12933.933880571149,14.8312784887448,0.0,12933.933880571149,LOW,10
STARLINK-38233,2026-188D,100249,100369,12937.136494162214,14.885449294872528,18.792614551815692,12934.111803791593,LOW,10
STARLINK-38142,STARLINK-38241,100183,100225,12935.794427882733,2.9402227985377736,0.0,12935.794427882733,LOW,10
STARLINK-38162,2026-188D,100159,100369,12944.62138244799,15.21907144900076,29.690846675853773,12936.732154742826,LOW,10
STARLINK-38062,STARLINK-37375,100117,100228,12942.267570328835,14.348451317281388,25.80263696451651,12936.971097540656,LOW,10
STARLINK-38174,STARLINK-38184,100104,100180,12937.04802609417,4.242407647975083,0.0,12937.04802609417,LOW,10
STARLINK-38279,GLOBALSTAR 2-R OBJECT A,100262,100325,13035.890193749237,12.524712942494263,127.88989343803503,12937.106342174086,LOW,10
STARLINK-38148,STARLINK-38053,100199,100230,12938.838343992804,1.273301241881658,0.0,12938.838343992804,LOW,10
TJS-27A,STARLINK-38196,100174,100200,12939.875578355211,7.322912747583524,0.0,12939.875578355211,LOW,10
STARLINK-38141,HULIANWANG DIGUI-185,100188,100210,13050.45633358324,8.237047015730075,205.3081394939031,12940.420409524078,LOW,10
STARLINK-38053,STARLINK-38129,100230,100268,12940.571058402387,14.846424920273645,1.7889667434545884,12940.543802201157,LOW,10
STARLINK-38177,2026-178B,100234,100238,12951.955057198658,14.204030895234508,37.38803430741042,12941.063103019384,LOW,10
STARLINK-38197,STARLINK-38075,100171,100227,12941.889118126612,14.854208512484961,9.825722792064848,12941.066090931063,LOW,10
STARLINK-37864,STARLINK-38132,100107,100154,12941.292486872824,14.707522963808927,4.861280657353453,12941.094982768163,LOW,10
STARLINK-38279,GLOBALSTAR 2-R OBJECT B,100262,100326,13041.2573691207,12.54156071429293,128.3059012244398,12941.599975662213,LOW,10
STARLINK-38158,STARLINK-38226,100105,100217,12942.746129397423,15.1162563313729,0.0,12942.746129397423,LOW,10
STARLINK-38238,STARLINK-38255,100223,100269,12942.871365528363,14.809210462130247,0.429675287324123,12942.86980135834,LOW,10
STARLINK-38175,STARLINK-38151,100161,100168,12943.422203577118,14.817237530721627,0.457747589406742,12943.420426494846,LOW,10
STARLINK-38136,STARLINK-38168,100166,100251,12943.607993591591,14.888339063744656,1.5648818333171315,12943.587024935165,LOW,10
STARLINK-37712,STARLINK-38053,100109,100230,12952.99662781976,14.538029683282982,33.87733945465736,12943.629930206247,LOW,10
STARLINK-37864,STARLINK-38188,100107,100233,12955.37634979194,14.894809584472307,36.98340943489344,12943.659787643195,LOW,10
2026-168E,STARLINK-38238,100133,100223,12944.08577835211,13.96364875381806,6.594456591426696,12943.758241646747,LOW,10
STARLINK-38223,GLOBALSTAR 2-R OBJECT H,100190,100332,12944.155258065684,6.215280745627148,0.0,12944.155258065684,LOW,10
STARLINK-38113,PESSOA,100112,100139,12944.259224308884,12.712886365141792,0.0,12944.259224308884,LOW,10
2026-168B,STARLINK-38233,100130,100249,12969.1082585859,14.154641596797791,56.044896715337075,12944.823343308968,LOW,10
STARLINK-38118,CZ-6A DEB,100108,100175,12975.813193211114,12.821957254642264,69.48244694275374,12945.193065238578,LOW,10
STARLINK-38135,2026-188C,100122,100368,13015.399863062732,14.444884660112052,93.17619114351942,12945.622223030086,LOW,10
HULIANWANG DIGUI-178,STARLINK-38157,100203,100263,12946.253626870272,11.996145533160687,0.0,12946.253626870272,LOW,10
STARLINK-38222,STARLINK-38126,100101,100235,12955.947787025048,14.576951981596133,34.09738173341026,12946.410250644076,LOW,10
STARLINK-38075,STARLINK-38280,100227,100265,12946.557186918233,14.844621230338246,1.2949881557344511,12946.54291488712,LOW,10
STARLINK-38279,GLOBALSTAR 2-R OBJECT C,100262,100327,13048.618352412188,12.564719205022246,128.89650577625153,12947.721957233432,LOW,10
STARLINK-38097,STARLINK-38191,100163,100246,12949.896680689186,14.799352613816577,2.2581859894235956,12949.853557658349,LOW,10
STARLINK-37864,STARLINK-38251,100107,100229,12957.115469285201,14.370345022568717,27.23602991396262,12951.202811110303,LOW,10
STARLINK-38120,STARLINK-38199,100120,100218,12951.274413428113,14.190228360746431,0.0,12951.274413428113,LOW,10
STARLINK-38081,STARLINK-38190,100153,100219,12952.318199179355,14.855745842462328,0.0,12952.318199179355,LOW,10
STARLINK-38279,GLOBALSTAR 2-R OBJECT D,100262,100328,13054.300934584404,12.583037559422001,129.34967195350862,12952.438101867217,LOW,10
STARLINK-37375,STARLINK-38242,100228,100266,12952.847596858348,14.853784171223712,1.4033319164106002,12952.830824271336,LOW,10
2026-168H,STARLINK-38191,100136,100246,12973.718400801568,14.59685726162215,49.31465105861774,12953.733093941753,LOW,10
STARLINK-38241,STARLINK-38157,100225,100263,12954.064438255895,14.84536976150739,0.8148351275585002,12954.058790374462,LOW,10
2026-170E,2026-178B,100147,100238,13165.573033211878,13.194546514120821,177.9875573647174,12954.421057901018,LOW,10
STARLINK-38226,STARLINK-38232,100217,100260,12955.393166102485,14.869725577447607,0.0,12955.393166102485,LOW,10
STARLINK-38097,TJS-27B,100163,100176,13021.243595832288,12.605313331634882,103.53699890895467,12955.672741792314,LOW,10
2026-170E,STARLINK-38212,100147,100267,12963.377291882147,14.062789642077083,31.21485991666515,12955.94295676739,LOW,10
STARLINK-38222,STARLINK-38177,100101,100234,12966.232432488707,15.057340566688266,33.999796988372786,12956.121883166703,LOW,10
YINLI-1 R/B,SPACEMOBILE-012,100138,100241,12956.153114223056,13.16895683187867,0.0,12956.153114223056,LOW,10
STARLINK-38186,STARLINK-38199,100162,100218,12957.0251598513,14.724603583259533,8.954578513495395,12956.354266533379,LOW,10
STARLINK-38279,GLOBALSTAR 2-R OBJECT E,100262,100329,13059.482825491737,12.60038276668789,129.76782611310867,12956.714871403035,LOW,10
STARLINK-38218,STARLINK-38189,100195,100213,12957.004741830822,5.262008576035324,0.0,12957.004741830822,LOW,10
STARLINK-38149,STARLINK-38218,100169,100195,13403.431074051847,2.435898425167737,1406.497544974238,12958.159787133482,LOW,10
2026-170C,2026-188C,100145,100368,13067.039389722697,13.013677049026754,129.1212426199023,12958.54809251556,LOW,10
STARLINK-38132,STARLINK-38187,100154,100259,12959.724541747742,14.808411927682831,0.0,12959.724541747742,LOW,10
STARLINK-38174,2026-168D,100104,100132,13091.996433643231,13.562592573464432,136.37770551507325,12960.679767599806,LOW,10
2026-170C,HULIANWANG DIGUI-185,100145,100210,12960.976150816039,11.175768466438441,0.0,12960.976150816039,LOW,10
STARLINK-37832,STARLINK-38255,100231,100269,12961.604902935609,14.878948493812747,1.913973155347252,12961.573618529523,LOW,10
STARLINK-38148,STARLINK-38191,100199,100246,12962.016143984194,2.508488792303841,0.0,12962.016143984194,LOW,10
2026-168J,STARLINK-37832,100137,100231,12966.656610252303,14.909048288493848,21.92000527035225,12962.53760704162,LOW,10
STARLINK-38279,GLOBALSTAR 2-R OBJECT F,100262,100330,13066.882595439469,12.625069842657252,130.37380491274203,12962.79969350146,LOW,10
2026-178A,2026-188D,100237,100369,12964.523439665016,13.968842754931524,0.0,12964.523439665016,LOW,10
YINLI-1 R/B,STARLINK-38226,100138,100217,12964.90124439814,14.863149469611022,0.0,12964.90124439814,LOW,10
STARLINK-38175,SPACEMOBILE-012,100161,100241,13001.06461990605,13.986529208989205,69.0545975572055,12965.139631098402,LOW,10
STARLINK-38151,STARLINK-38129,100168,100268,12965.486701410606,14.80746763282326,0.020480957562348807,12965.486697863753,LOW,10
STARLINK-38176,STARLINK-38154,100189,100258,13403.556442627489,3.532937441726399,961.6755466283099,12965.803112327001,LOW,10
STARLINK-38113,STARLINK-38142,100112,100183,12966.07990703438,3.9266208334909973,0.0,12966.07990703438,LOW,10
CZ-6A R/B,SPACEMOBILE-012,100177,100241,12966.502338672062,13.904323178714424,0.0,12966.502338672062,LOW,10
STARLINK-38174,STARLINK-38157,100104,100263,12966.82644856466,14.501326896681384,5.461625323415259,12966.584568737666,LOW,10
2026-170E,STARLINK-38199,100147,100218,12987.244144647706,13.885964257818099,52.574664792646715,12966.708818839707,LOW,10
HULIANWANG DIGUI-186,STARLINK-37721,100211,100220,12966.874384081853,13.560343411600227,0.0,12966.874384081853,LOW,10
STARLINK-38279,GLOBALSTAR 2-R OBJECT G,100262,100331,13073.238942478001,12.646739704976584,130.90469299920463,12967.992828280401,LOW,10
STARLINK-38191,STARLINK-38280,100246,100265,12969.536951306754,14.899942063252796,0.09089581637727909,12969.53688059323,LOW,10
2026-170B,HULIANWANG DIGUI-186,100144,100211,12969.548772190488,10.645551495733388,0.0,12969.548772190488,LOW,10
STARLINK-38030,STARLINK-38263,100118,100264,12971.085906684604,14.572989808072004,0.0,12971.085906684604,LOW,10
HULIANWANG DIGUI-179,SPACEMOBILE-013,100204,100240,13052.981680295701,14.490298512888144,100.12230029174599,12972.104850321317,LOW,10
STARLINK-38197,STARLINK-38191,100171,100246,12972.248326335748,14.881597369524123,2.3868486433436247,12972.19969631831,LOW,10
2026-168F,STARLINK-38188,100134,100233,12984.940628962668,14.640823947788771,38.78307327139459,12972.519722854382,LOW,10
STARLINK-38279,GLOBALSTAR 2-R OBJECT H,100262,100332,13079.276738428354,12.667962714891463,131.40347910454076,12972.915593134316,LOW,10
STARLINK-37740,STARLINK-38254,100102,100222,12973.911485525841,14.786961089897995,0.0,12973.911485525841,LOW,10
STARLINK-38130,2026-178A,100187,100237,12975.028106030435,7.572441579182384,0.0,12975.028106030435,LOW,10
2026-168B,STARLINK-38053,100130,100230,12986.59355457597,14.340984700182842,38.12735808457795,12975.077632266659,LOW,10
STARLINK-38121,STARLINK-38097,100156,100163,12975.423719424154,14.851850091541916,0.11985877407619679,12975.423597314717,LOW,10
STARLINK-38097,STARLINK-38254,100163,100222,12975.605346389228,14.690921732910732,0.0,12975.605346389228,LOW,10
STARLINK-38184,STARLINK-38246,100180,100247,12976.822681445507,2.1828447784684455,0.0,12976.822681445507,LOW,10
2026-170D,STARLINK-38187,100146,100259,12977.10657241599,13.829825985344433,0.0,12977.10657241599,LOW,10
2026-168G,STARLINK-38186,100135,100162,13032.06774187472,14.632885162677642,81.6359832257918,12977.20278877987,LOW,10
STARLINK-38120,STARLINK-38212,100120,100267,12977.309336816395,14.511020448164698,0.0,12977.309336816395,LOW,10
2026-168G,STARLINK-38152,100135,100157,13025.667511210488,14.110234441968831,78.53654774185259,12978.442716921547,LOW,10
HULIANWANG DIGUI-180,STARLINK-38255,100205,100269,12987.534794221428,10.070518558513701,47.08100604506164,12978.87747983588,LOW,10
STARLINK-38133,STARLINK-38053,100216,100230,12979.11541638186,14.894339672039376,0.0,12979.11541638186,LOW,10
STARLINK-38251,2026-188C,100229,100368,12979.594619371352,14.537187135280032,7.200496097226217,12979.172532797438,LOW,10
STARLINK-38233,STARLINK-38129,100249,100268,12979.186390851133,14.9094740200352,0.0,12979.186390851133,LOW,10
STARLINK-38219,STARLINK-38249,100215,100221,12979.534490804519,14.857604241200288,0.0,12979.534490804519,LOW,10
STARLINK-38158,STARLINK-38189,100105,100213,12979.551069650177,15.305637440315689,0.0,12979.551069650177,LOW,10
STARLINK-38112,STARLINK-38191,100181,100246,12979.994624925515,2.306400909659749,0.0,12979.994624925515,LOW,10
STARLINK-38096,2026-168F,100119,100134,13012.330417508612,12.395155396753252,73.18996599159208,12980.667518909913,LOW,10
STARLINK-38079,STARLINK-38144,100165,100256,12981.131068871739,14.870779813811122,0.0,12981.131068871739,LOW,10
2026-170D,2026-188C,100146,100368,13096.497182708612,13.154885738075354,131.69670967436429,12981.403527665865,LOW,10
STARLINK-38184,STARLINK-38140,100180,100182,12981.665066392241,14.891198767804774,0.1667840674661006,12981.66482881324,LOW,10
STARLINK-38218,STARLINK-38254,100195,100222,13386.825761498936,4.385377974251305,744.9794255721166,12982.053306197313,LOW,10
STARLINK-38172,STARLINK-38075,100214,100227,12983.316562725546,14.889096314699065,0.47777241633704814,12983.314613943747,LOW,10
STARLINK-38134,STARLINK-38154,100123,100258,12983.503780837766,14.866592022179448,0.0,12983.503780837766,LOW,10
STARLINK-37991,STARLINK-38154,100124,100258,12983.623813327562,14.873317833258461,0.0,12983.623813327562,LOW,10
